datetime,low,high,open,close,volumefrom,volumeto,cryptocurrency,image_url,coin_name
1/6/2020,45.57,46.56,43.32,45.88,1745108.2,80061197.78,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/7/2020,46.4,48.32,45.88,46.53,2312918.33,107620952,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/8/2020,44.2,46.61,46.53,45.31,2450065.45,111013163.3,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/9/2020,43.89,45.1,45.31,44.72,1437083.91,64259554.81,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/10/2020,46.57,50.44,44.72,49.11,2561130.7,125774820.5,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/11/2020,47.67,51.15,49.11,49.42,2923380.14,144483351.6,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/12/2020,50.14,52.08,49.42,51.38,2503855.91,128647508.7,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/13/2020,49.1,51.16,51.38,49.64,1803351.51,89511997.5,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/14/2020,53.85,60.76,49.64,58.43,4660883.32,272335285.6,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/15/2020,56.95,60.34,58.43,58.24,3322343.53,193485618.2,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/16/2020,55.56,58.72,58.24,57.51,1984210.02,114103901.7,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/17/2020,58.07,63.3,57.51,60.97,2535277.43,154586157.3,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/18/2020,58.38,62.31,60.97,59.22,2350660.77,139206093.6,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/19/2020,56.2,59.86,59.22,57.66,1889584.56,108959797.3,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/20/2020,56.28,58.18,57.66,57.09,1144185.69,65319508.78,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/21/2020,57.1,58.65,57.09,57.41,1010047.94,57986293.88,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/22/2020,56.8,58.88,57.41,58.31,1167152,68060514.23,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/23/2020,53.24,56.8,58.31,54.29,1722840.17,93540234,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/24/2020,51.67,55.08,54.29,54.5,1999765.57,108993274.7,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/25/2020,52.35,54.41,54.5,53.25,1182987.99,62990223.64,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/26/2020,54.63,56.79,53.25,56.15,1354033.76,76025839.36,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/27/2020,57.55,60.67,56.15,58.4,1690249.92,98716922.31,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/28/2020,60.46,63.54,58.4,60.84,2051970.29,124844297.2,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/29/2020,59.69,62.51,60.84,59.91,1747837.75,104704477.7,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/30/2020,60.04,70.02,59.91,67.84,3775283.11,256114652,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
1/31/2020,66.27,69.38,67.84,67.86,3315077.98,224967685,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/1/2020,67.79,72.65,67.86,70.75,3273662.66,231609566,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/2/2020,68.44,72.63,70.75,69.93,2511491.05,175634096.9,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/3/2020,68.67,71.02,69.93,69.57,1953990.1,135947513.7,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/4/2020,66.42,69.46,69.57,67.89,1588457.76,107841979.4,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/5/2020,70.59,74.29,67.89,72.64,1882633.98,136760391.7,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/6/2020,72.24,75.72,72.64,73.5,1930267.32,141875610.4,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/7/2020,73.19,75.56,73.5,74.45,1670024.69,124325743.6,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/8/2020,73.17,78.43,74.45,76.54,2098042.83,160590843.2,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/9/2020,75.84,79.87,76.54,77.11,1835817.64,141555690.5,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/10/2020,72.79,75.41,77.11,74.03,2001298.84,148163768.7,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/11/2020,75.92,78.59,74.03,76.82,1767109.11,135741080.7,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/12/2020,77.22,82.88,76.82,81.23,2375336.43,192951548.6,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/13/2020,77.48,83.39,81.23,80.67,3518460.08,283831576.5,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/14/2020,80.49,84.19,80.67,82.98,2343128.88,194423938.4,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/15/2020,75.61,80.05,82.98,76.63,2855583.78,218818834.6,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/16/2020,69.52,79.89,76.63,74.79,3865555.12,289099911.2,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/17/2020,68.92,73.88,74.79,73.29,3296216.46,241588056.7,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/18/2020,74.36,79.1,73.29,77.2,2913619.22,224944437,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/19/2020,68.88,74.24,77.2,70.53,2388582.34,168466350.2,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/20/2020,67.54,72.16,70.53,69.44,2535396.94,176065056.5,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/21/2020,69.47,74.9,69.44,73.41,2704103.27,198515793.1,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/22/2020,72.56,76.84,73.41,74.91,2877372.35,215530892.9,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/23/2020,77.16,80.6,74.91,79.9,2392239.99,191137437.3,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/24/2020,72.96,77.46,79.9,75.61,2429347.55,183689719.5,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/25/2020,69.96,73.24,75.61,71.01,2409085.01,171064125.2,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/26/2020,58.39,67.7,71.01,60.59,3139419.23,190208667.9,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/27/2020,59.15,64.07,60.59,61.69,2369423.6,146166778.9,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/28/2020,58.45,62.1,61.69,60.07,2190911.58,131601899.5,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
2/29/2020,57.74,59.97,60.07,58.16,1585451.7,92210398.35,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/1/2020,56.58,59.53,58.16,57.9,1441433.37,83453804.92,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/2/2020,59.74,62.68,57.9,61.47,1559397.16,95863703.51,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/3/2020,59.59,61.57,61.47,61.09,1607128.3,98176292.03,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/4/2020,59.45,61.43,61.09,60.54,1225880.92,74213705.54,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/5/2020,61.57,62.92,60.54,62.15,1326702,82459096.05,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/6/2020,62.18,63.81,62.15,63.4,1276383.54,80921515.6,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/7/2020,60.41,62.61,63.4,60.55,1265350.81,76622305.66,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/8/2020,50.34,54.8,60.55,51.18,2089046.42,106922242,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/9/2020,48.44,51.15,51.18,50.53,2384695,120508960.3,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/10/2020,49.14,50.57,50.53,50.23,1091676.73,54838984.91,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/11/2020,47.65,50.69,50.23,48.6,1507501.02,73267213.51,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/12/2020,25.27,31.88,48.6,30.49,5502122.65,167753957.7,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/13/2020,33.62,38.84,30.49,37.93,7361698.22,279227694.9,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/14/2020,33.88,35.2,37.93,34.43,2328679.9,80183112.82,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/15/2020,34.8,36.58,34.43,36.3,1972707.39,71618203.85,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/16/2020,32.6,34.57,36.3,33.25,2856656.22,94973963.85,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/17/2020,34.01,35.68,33.25,34.23,1666370.49,57031656.53,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/18/2020,34.26,35.47,34.23,34.83,1485914.31,51750870.89,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/19/2020,34.1,40.84,34.8,39.09,971254.04,36824413.49,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/20/2020,34.19,43.81,39.09,38.09,1253480.8,49539613.78,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/21/2020,37.71,38.8,38.06,38.37,1267298.52,48624087.26,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/22/2020,34.88,39.7,38.38,35.46,558850.08,20607913.01,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/23/2020,34.61,40,35.46,39.11,637773.07,24009050.11,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/24/2020,39.89,41.05,39.17,40.69,1132677.59,46089844.23,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/25/2020,38.97,40.69,40.69,39.3,1098107.28,43150139.51,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/26/2020,39.33,40.59,39.3,40.56,979268.02,39720301.58,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/27/2020,37.59,38.83,40.56,38.14,1027738.49,39195099.17,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/28/2020,36.84,39.5,38.14,38.93,1174325.4,45714142.39,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/29/2020,36.27,37.25,38.93,37.12,839714.56,31167418.29,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/30/2020,38.48,40.65,37.12,39.03,950844.42,37109721.9,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
3/31/2020,38.43,39.36,39.03,39.15,794806.47,31113080.25,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/1/2020,39.29,40.99,39.15,39.37,1025236.13,40362240.33,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/2/2020,39.81,40.87,39.37,39.94,1171241.94,46773712,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/3/2020,39.52,40.64,39.94,40.54,1039753.52,42154731.29,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/4/2020,40.47,41.54,40.54,40.84,787714.46,32167318.05,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/5/2020,40.22,40.75,40.84,40.38,621949.91,25113021.67,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/6/2020,43.47,45.86,40.38,45.13,1247014.14,56282701.85,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/7/2020,44.22,46.17,45.13,44.82,1597815.17,71618184.99,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/8/2020,45.49,47.12,44.82,46.61,1283126.31,59801362.5,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/9/2020,45.7,46.69,46.61,46.31,895775.58,41486142.18,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/10/2020,41.62,43.83,46.31,42.35,1240049.14,52518935.56,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/11/2020,42.21,42.98,42.35,42.59,840956.04,35812979.82,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/12/2020,41.73,43.11,42.59,42.05,964396.44,40552376.84,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/13/2020,40.83,41.76,42.05,41.32,1132220.44,46784714.4,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/14/2020,41.08,41.57,41.32,41.27,862001.4,35574591.38,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/15/2020,39.26,40,41.27,39.29,850458.99,33417326.27,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/16/2020,41.46,43.63,39.29,42.59,1487904.63,63366430.51,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/17/2020,41.58,42.43,42.59,42.25,902675.87,38138839.46,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/18/2020,43.25,44.31,42.25,44.22,902593.85,39917210.78,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/19/2020,42.18,43.52,44.22,42.29,984909.65,41652661.86,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/20/2020,40.06,41.1,42.29,40.3,1059277.99,42683805.8,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/21/2020,40.16,40.95,40.3,40.68,890230.75,36213004.74,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/22/2020,41.83,42.44,40.68,41.9,870618.98,36478175.66,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/23/2020,42.61,44.1,41.9,43.02,1263104.2,54336534.78,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/24/2020,42.99,44.84,43.02,44.55,1698765.28,75685951.68,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/25/2020,44.22,45.36,44.55,44.45,1349441.38,59984502.96,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/26/2020,44.6,45.75,44.45,44.61,1080155.49,48189971.21,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/27/2020,44.1,45.45,44.61,44.56,1105152.33,49245101.58,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/28/2020,43.96,46.04,44.56,45.77,1387588.11,63510417.54,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/29/2020,48.05,52.29,45.77,48.84,2113545.57,103234817.9,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
4/30/2020,45.42,48.73,48.84,46.43,2264526.71,105134921.1,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/1/2020,46.81,48.23,46.43,47.09,1268465.66,59726589.67,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/2/2020,47.64,49.94,47.09,49.23,1060228.14,52190222.04,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/3/2020,47.62,49.38,49.23,48.16,1107152.31,53321757.63,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/4/2020,46.7,48.03,48.16,47.07,1220728.18,57463026.33,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/5/2020,46.53,48.19,47.07,46.59,986335.94,45956853.48,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/6/2020,44.95,47.71,46.59,45,1201580.63,54067681.26,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/7/2020,46.82,49.73,45,47.47,1899484.62,90167903.73,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/8/2020,46.27,48.09,47.47,47.73,1527633.49,72908758.45,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/9/2020,46.31,47.96,47.73,46.96,1479478.3,69478434.17,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/10/2020,41.61,43.15,46.96,42.09,1920917.42,80859493.49,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/11/2020,39.99,41.68,42.09,41.53,1725110.57,71649640.69,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/12/2020,41.77,42.92,41.53,42.24,1287662.12,54396811.14,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/13/2020,42.98,44.63,42.24,43.27,944940.07,40887737.65,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/14/2020,43.77,45.48,43.27,43.99,1434740.39,63115678.1,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/15/2020,41.93,44.12,44,42.74,749677.9,32333062.31,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/16/2020,42.84,43.49,42.75,43.27,1227160.37,53104676.33,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/17/2020,43.11,44.48,43.25,43.69,605664.04,26626405.66,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/18/2020,43.65,46.79,43.69,45.31,1058052.67,47993040.37,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/19/2020,44.15,45.79,45.31,45.75,679944.07,30539712.5,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/20/2020,43.14,46.14,45.75,44.21,725196.79,32591158.7,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/21/2020,41.71,44.59,44.21,42.67,691919.87,29880627.54,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/22/2020,42.37,44.65,42.67,44.22,646648.88,28204295.56,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/23/2020,43.7,44.72,44.22,43.86,394485.83,17413728.55,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/24/2020,41.53,42.27,43.88,42.1,994576.1,41873233.41,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/25/2020,42.82,43.72,42.1,42.98,940969.65,40439436.73,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/26/2020,42.08,42.77,42.98,42.29,779500.9,32968522.09,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/27/2020,43.72,44.31,42.29,43.88,719190.47,31556944.05,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/28/2020,44.56,45.71,43.88,44.78,695253.78,31130380.5,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/29/2020,43.99,44.84,44.78,44.47,757176.57,33675262.72,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/30/2020,45.73,48.31,44.47,47.74,1050659.05,50160897.59,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
5/31/2020,45.41,46.87,47.74,45.58,1037217.69,47275984.86,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/1/2020,47.98,50.3,45.58,48.32,1227324.47,59303754.26,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/2/2020,44.85,46.96,48.32,46.01,1512105.07,69570799.4,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/3/2020,46.47,47.9,46.01,47.17,933221.15,44020389.55,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/4/2020,46.97,48.67,47.17,47.47,614504.72,29173110.05,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/5/2020,46.36,46.97,47.47,46.81,520858.73,24381984.32,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/6/2020,46.69,47.17,46.81,46.8,427680.86,20015547.62,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/7/2020,46.59,47.23,46.8,46.64,505073.21,23555401.38,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/8/2020,46.4,47.02,46.64,46.45,779944.17,36226604.9,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/9/2020,45.71,46.72,46.45,45.94,488616.21,22444708.2,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/10/2020,45.66,47.13,45.91,46.69,254039.64,11770990.8,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/11/2020,42.15,46.95,46.69,43.2,411471.2,18398763.7,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/12/2020,42.82,45.31,43.2,44.71,267308.18,11839705.73,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/13/2020,44.65,45.23,44.72,45.1,485238.26,21883922.36,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/14/2020,43.84,44.44,45.1,44,573819.22,25247507.32,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/15/2020,43.57,44.47,44,43.76,779483.37,34112535.13,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/16/2020,43.71,44.28,43.76,43.88,631034.78,27689793.65,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/17/2020,43.53,44.77,43.88,44.04,828869.57,36504832.63,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/18/2020,43.22,43.88,44.04,43.41,784581.94,34061636.95,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/19/2020,42.81,43.29,43.41,42.84,993051.42,42546522.43,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/20/2020,43.01,43.7,42.84,43.58,667584.25,29090879.65,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/21/2020,42.86,43.4,43.58,43,463849.4,19944518.51,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
6/22/2020,44.3,45.11,43,44.34,674876.7,29923436.12,LTC,https://www.cryptocompare.com/media/35309662/ltc.png,Litecoin
